Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,petrol,often,567.99,never,1494.0,extra large,1,6.8,5,8.9,No,2810.93
underweight,female,omnivore,daily,wood,private,none,never,315.78,very frequently,1627.0,medium,2,4.7,5,4.4,Sometimes,6494.03
normal,female,pescatarian,less frequently,electricity,private,petrol,sometimes,246.62,rarely,902.0,medium,7,7.1,0,11.9,Sometimes,3361.12
obese,female,vegetarian,daily,natural gas,private,none,sometimes,371.63,rarely,2002.0,large,4,5.9,4,4.4,Yes,3729.25
obese,female,omnivore,more frequently,electricity,private,petrol,never,524.77,rarely,1935.0,medium,1,3.5,0,4.7,No,4175.95
overweight,male,vegetarian,twice a day,natural gas,public,diesel,sometimes,559.86,never,1733.0,small,8,6.8,8,5.6,Sometimes,3093.29
obese,female,omnivore,less frequently,natural gas,private,diesel,often,504.74,very frequently,341.0,extra large,4,2.8,9,10.1,No,6628.56
obese,male,vegetarian,less frequently,electricity,walk/bicycle,diesel,often,791.64,never,1431.0,medium,7,7.2,3,7.1,Sometimes,1863.62
obese,male,omnivore,more frequently,coal,private,diesel,often,583.76,never,1069.0,small,8,1.0,1,10.4,No,4396.49
underweight,male,omnivore,more frequently,electricity,walk/bicycle,none,often,752.06,frequently,1473.0,extra large,1,5.9,8,5.7,No,4038.54
overweight,male,vegan,more frequently,electricity,public,hybrid,sometimes,182.55,rarely,2766.0,large,2,4.6,5,7.7,Sometimes,2180.2
underweight,female,omnivore,twice a day,coal,public,hybrid,often,142.96,frequently,1442.0,large,2,3.7,9,1.1,No,3951.17
normal,female,vegetarian,twice a day,electricity,public,electric,sometimes,317.7,rarely,42.0,large,5,5.6,2,7.3,Sometimes,2194.01
normal,male,omnivore,more frequently,coal,public,hybrid,sometimes,195.61,rarely,1317.0,large,5,6.8,1,1.9,Sometimes,3248.36
overweight,female,omnivore,twice a day,coal,public,electric,never,468.11,very frequently,2462.0,small,6,9.7,5,3.1,No,5707.22
normal,female,omnivore,daily,coal,public,diesel,sometimes,463.29,never,2340.0,small,2,8.5,9,12.0,Yes,3810.63
underweight,male,omnivore,less frequently,wood,public,petrol,never,502.53,frequently,1540.0,medium,8,7.5,5,8.0,No,3826.16
underweight,male,omnivore,twice a day,natural gas,walk/bicycle,hybrid,sometimes,621.66,never,749.0,medium,1,5.3,8,10.6,Sometimes,2755.34
underweight,male,omnivore,less frequently,wood,public,hybrid,often,779.93,frequently,1395.0,large,9,4.5,4,1.6,Sometimes,3966.2
underweight,female,omnivore,daily,natural gas,public,diesel,never,714.78,never,1691.0,extra large,5,1.3,8,5.2,Sometimes,3047.7
overweight,male,omnivore,twice a day,wood,public,diesel,sometimes,182.86,rarely,3000.0,extra large,8,4.2,4,10.5,No,2733.11
obese,female,vegan,more frequently,coal,private,hybrid,sometimes,336.96,frequently,1933.0,large,8,8.6,1,5.5,Yes,4964.33
normal,male,vegan,more frequently,wood,private,diesel,never,279.08,rarely,2083.0,small,2,4.5,0,3.8,Yes,3031.89
overweight,female,omnivore,daily,natural gas,private,hybrid,never,223.77,frequently,1474.0,small,9,5.2,8,6.3,Sometimes,5614.52
obese,female,pescatarian,daily,wood,private,petrol,often,481.31,frequently,1063.0,large,6,3.4,9,6.2,Sometimes,4712.46
overweight,female,omnivore,twice a day,electricity,public,petrol,often,487.29,frequently,2439.0,large,3,3.5,6,11.9,Yes,3555.66
normal,male,pescatarian,daily,electricity,private,electric,sometimes,259.07,very frequently,1485.0,small,1,1.6,2,4.9,Sometimes,6189.74
overweight,male,vegetarian,less frequently,coal,public,hybrid,sometimes,598.33,rarely,2984.0,small,9,6.5,5,11.5,Sometimes,3201.54
normal,female,vegan,more frequently,wood,private,petrol,sometimes,613.04,never,1371.0,small,3,5.0,9,11.0,Sometimes,3078.26
overweight,male,omnivore,twice a day,wood,private,petrol,sometimes,114.69,never,204.0,large,1,6.5,3,5.9,Sometimes,3723.62
overweight,female,vegetarian,daily,natural gas,public,none,never,377.03,never,2048.0,small,5,5.9,8,11.4,Yes,2684.55
underweight,female,omnivore,less frequently,natural gas,public,petrol,never,723.1,never,140.0,extra large,8,8.2,1,9.0,Yes,2988.99
overweight,female,vegan,more frequently,wood,private,electric,sometimes,464.22,rarely,752.0,small,7,7.8,3,10.7,Yes,3289.0
overweight,female,omnivore,more frequently,natural gas,public,petrol,sometimes,343.34,never,1061.0,medium,5,7.9,0,10.8,No,2528.63
obese,female,pescatarian,twice a day,electricity,public,diesel,often,277.57,never,2218.0,small,2,5.5,6,1.9,Yes,2351.29
underweight,female,pescatarian,twice a day,electricity,private,none,sometimes,270.35,never,1483.0,medium,2,4.2,3,10.9,Sometimes,3696.77
normal,female,pescatarian,twice a day,coal,private,hybrid,often,169.84,frequently,86.0,extra large,3,9.4,4,6.4,No,4762.74
underweight,female,omnivore,twice a day,electricity,walk/bicycle,electric,often,672.06,rarely,1851.0,medium,6,1.5,0,8.0,Sometimes,2046.33
overweight,male,vegan,daily,natural gas,private,petrol,sometimes,160.66,rarely,1234.0,large,4,2.4,1,4.3,Sometimes,3733.93
normal,male,omnivore,twice a day,natural gas,private,hybrid,never,304.61,frequently,2766.0,large,9,4.8,3,8.1,No,5648.79
overweight,male,pescatarian,daily,natural gas,private,petrol,often,131.97,never,1499.0,large,3,6.5,1,1.3,Sometimes,3400.78
underweight,female,omnivore,less frequently,natural gas,public,none,often,646.97,very frequently,2127.0,extra large,6,1.1,0,5.1,Sometimes,5210.78
underweight,male,omnivore,less frequently,wood,public,hybrid,sometimes,127.5,rarely,657.0,large,4,7.5,9,7.9,No,3465.87
overweight,female,omnivore,more frequently,wood,public,diesel,never,315.81,never,2283.0,small,1,6.0,0,3.2,Yes,2776.81
overweight,female,omnivore,less frequently,wood,private,diesel,often,501.31,rarely,2163.0,extra large,1,5.4,5,8.4,Sometimes,4411.85
overweight,male,omnivore,less frequently,wood,public,hybrid,sometimes,386.69,frequently,2712.0,extra large,8,4.8,1,10.1,Yes,4036.43
obese,female,omnivore,twice a day,electricity,private,diesel,never,297.59,rarely,101.0,small,3,5.7,2,1.4,Sometimes,3781.83
underweight,male,omnivore,twice a day,natural gas,private,electric,never,292.63,frequently,1343.0,small,2,2.5,4,7.6,Sometimes,5229.13
obese,male,vegetarian,twice a day,electricity,private,none,never,658.45,never,2037.0,medium,1,2.0,2,7.4,Sometimes,3325.06
underweight,male,vegetarian,less frequently,natural gas,private,electric,often,781.78,never,285.0,large,8,3.6,5,9.6,No,3918.48
underweight,female,omnivore,twice a day,wood,public,hybrid,never,343.63,never,1232.0,small,9,7.4,6,8.7,Yes,2908.24
normal,male,omnivore,twice a day,electricity,walk/bicycle,electric,often,127.4,never,2826.0,extra large,1,6.3,9,6.0,Sometimes,2448.02
normal,female,omnivore,twice a day,natural gas,private,none,sometimes,125.6,never,1308.0,extra large,8,5.3,5,4.9,Yes,4226.02
underweight,female,omnivore,twice a day,wood,public,none,never,631.45,very frequently,2956.0,small,1,6.1,1,11.8,Sometimes,5608.41
normal,female,pescatarian,daily,coal,public,hybrid,often,486.66,never,171.0,large,2,6.0,8,6.5,No,3017.61
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,electric,never,648.51,rarely,2153.0,medium,1,3.8,1,5.5,Yes,2471.26
underweight,female,omnivore,less frequently,coal,private,none,often,588.25,rarely,1743.0,medium,2,1.9,5,11.9,No,4962.65
overweight,female,omnivore,twice a day,natural gas,public,hybrid,sometimes,735.25,frequently,1502.0,large,2,9.1,8,3.0,Yes,4672.27
normal,male,omnivore,twice a day,wood,private,none,often,720.08,very frequently,2913.0,large,5,6.4,8,3.0,Yes,6768.24
obese,male,vegetarian,daily,electricity,public,petrol,sometimes,651.83,frequently,389.0,extra large,3,7.3,1,11.7,Yes,3154.35
obese,female,vegan,twice a day,natural gas,private,petrol,never,432.63,very frequently,2688.0,small,1,5.2,8,8.2,Sometimes,5786.89
normal,male,omnivore,twice a day,coal,public,none,often,315.69,frequently,2074.0,medium,2,7.8,7,6.7,No,4380.66
underweight,female,omnivore,more frequently,wood,private,hybrid,sometimes,454.92,very frequently,777.0,large,4,6.3,6,1.7,Sometimes,7041.63
obese,male,vegetarian,twice a day,natural gas,private,petrol,never,451.45,frequently,2705.0,extra large,7,1.5,7,4.9,Sometimes,4758.31
normal,male,vegan,less frequently,coal,public,none,sometimes,527.19,never,1288.0,medium,1,9.0,9,5.8,No,2324.74
obese,male,omnivore,more frequently,natural gas,public,diesel,never,230.27,rarely,2443.0,extra large,5,3.7,7,6.6,Yes,2977.97
overweight,male,omnivore,more frequently,coal,public,electric,sometimes,558.93,rarely,1167.0,extra large,2,2.2,0,5.8,No,3419.07
underweight,female,omnivore,less frequently,natural gas,public,none,often,419.62,rarely,2553.0,medium,8,1.8,8,5.8,Sometimes,3288.07
overweight,male,omnivore,less frequently,electricity,private,petrol,sometimes,534.14,never,1910.0,extra large,2,7.5,5,11.9,Sometimes,3856.16
obese,male,omnivore,twice a day,electricity,private,none,never,267.72,rarely,423.0,small,4,7.3,0,11.7,Yes,4174.84
underweight,female,omnivore,twice a day,electricity,private,hybrid,sometimes,404.08,very frequently,1949.0,extra large,6,7.3,0,1.9,Sometimes,6449.78
underweight,female,omnivore,twice a day,electricity,private,petrol,sometimes,247.14,never,574.0,small,9,9.2,6,2.9,Sometimes,3616.66
underweight,male,omnivore,more frequently,wood,public,hybrid,often,712.71,frequently,1236.0,large,4,4.1,9,11.4,Sometimes,4017.33
normal,male,vegetarian,less frequently,electricity,public,hybrid,never,441.57,frequently,511.0,medium,4,6.1,1,4.5,Sometimes,3466.04
normal,female,omnivore,daily,natural gas,public,hybrid,never,257.49,very frequently,66.0,extra large,7,6.6,5,7.7,Sometimes,5139.45
underweight,male,omnivore,daily,wood,public,none,sometimes,128.85,very frequently,636.0,small,1,9.8,4,9.8,Sometimes,4610.79
underweight,male,omnivore,twice a day,natural gas,public,petrol,never,573.02,frequently,1609.0,extra large,5,3.8,4,6.2,No,4151.16
underweight,female,omnivore,less frequently,coal,private,hybrid,never,250.25,rarely,1445.0,extra large,5,9.6,9,1.2,Sometimes,5067.39
overweight,male,vegan,twice a day,electricity,private,diesel,never,792.71,never,1504.0,small,1,2.3,5,10.1,Yes,3676.74
overweight,female,omnivore,more frequently,natural gas,public,electric,often,473.59,rarely,743.0,extra large,6,7.9,7,9.3,Yes,3150.67
obese,female,omnivore,more frequently,natural gas,private,none,often,302.28,frequently,2055.0,medium,9,6.7,4,1.5,No,5461.03
underweight,male,pescatarian,daily,natural gas,private,diesel,often,560.37,frequently,2113.0,medium,7,8.4,7,10.9,Sometimes,5350.14
underweight,female,omnivore,less frequently,coal,private,petrol,never,292.65,frequently,1074.0,medium,2,1.3,4,10.4,No,5437.3
overweight,male,vegan,less frequently,coal,public,electric,often,674.19,never,2644.0,medium,4,1.7,9,4.0,No,2876.43
obese,male,omnivore,more frequently,coal,private,hybrid,never,315.77,rarely,1932.0,small,8,1.6,5,1.9,Yes,4884.13
obese,male,omnivore,less frequently,natural gas,public,diesel,often,791.77,rarely,2139.0,extra large,1,6.3,7,5.4,Yes,3654.11
underweight,male,omnivore,daily,coal,public,diesel,sometimes,523.6,never,832.0,small,6,6.4,1,10.6,No,3293.04
normal,male,omnivore,twice a day,electricity,private,hybrid,never,691.09,never,2.0,extra large,3,9.2,6,6.3,Sometimes,3498.94
obese,female,vegetarian,less frequently,coal,public,hybrid,sometimes,150.97,never,2596.0,large,3,5.2,2,4.1,Yes,2145.39
obese,female,vegetarian,less frequently,coal,public,diesel,sometimes,343.81,frequently,2467.0,extra large,1,1.6,8,3.5,Sometimes,3924.22
underweight,female,omnivore,daily,natural gas,public,petrol,sometimes,616.24,never,370.0,extra large,8,2.9,9,4.9,Sometimes,3041.76
underweight,male,omnivore,daily,natural gas,public,none,often,558.54,never,1122.0,medium,5,1.1,6,11.9,No,2648.77
underweight,female,vegetarian,twice a day,natural gas,private,petrol,often,235.97,very frequently,1984.0,extra large,1,8.0,2,10.7,No,6022.48
overweight,male,vegan,daily,natural gas,public,petrol,sometimes,349.34,rarely,1956.0,large,5,8.3,7,7.0,Sometimes,2360.49
underweight,male,omnivore,more frequently,electricity,private,none,sometimes,284.41,never,2581.0,small,5,10.0,9,9.9,Yes,4406.86
normal,female,omnivore,more frequently,natural gas,walk/bicycle,petrol,sometimes,529.36,never,421.0,medium,9,4.7,1,4.5,Yes,2078.06
normal,female,omnivore,twice a day,wood,public,electric,often,341.2,never,1290.0,large,3,1.2,9,7.8,Yes,2786.73
obese,female,vegetarian,twice a day,wood,public,hybrid,sometimes,316.34,never,292.0,large,9,3.1,7,10.6,Yes,2285.86
overweight,male,omnivore,less frequently,natural gas,private,diesel,sometimes,245.16,never,1169.0,large,8,6.3,6,5.0,Sometimes,3987.52
obese,male,omnivore,more frequently,natural gas,private,none,never,386.32,rarely,45.0,small,2,9.7,4,9.8,Yes,4065.71
overweight,female,vegetarian,more frequently,electricity,private,petrol,sometimes,236.85,never,2695.0,small,9,1.9,3,7.8,Yes,3106.23
underweight,female,omnivore,more frequently,wood,private,diesel,never,773.8,rarely,1581.0,large,5,2.1,9,7.8,No,4379.39
obese,male,omnivore,more frequently,coal,private,electric,never,208.15,frequently,2549.0,small,8,7.3,9,1.5,Yes,5875.42
normal,female,omnivore,daily,electricity,private,petrol,never,739.31,rarely,180.0,extra large,8,7.0,0,10.9,No,3652.39
overweight,male,omnivore,more frequently,coal,private,petrol,often,399.93,very frequently,682.0,extra large,4,3.3,3,9.5,Yes,7254.82
obese,male,omnivore,twice a day,natural gas,walk/bicycle,petrol,sometimes,364.51,rarely,778.0,small,1,8.3,5,1.4,No,2422.36
normal,male,omnivore,less frequently,wood,private,electric,sometimes,261.92,rarely,1160.0,large,9,2.2,5,7.7,Sometimes,3802.86
normal,male,omnivore,less frequently,coal,walk/bicycle,hybrid,never,545.03,frequently,2409.0,large,6,9.3,1,9.2,Yes,4015.35
underweight,male,omnivore,twice a day,wood,walk/bicycle,diesel,never,579.87,never,1160.0,medium,2,2.8,8,9.7,No,2411.34
overweight,female,vegetarian,more frequently,coal,private,petrol,never,427.3,never,614.0,large,4,1.7,0,2.0,Yes,4002.51
obese,female,vegetarian,daily,electricity,public,petrol,never,138.99,rarely,195.0,medium,5,4.1,3,8.0,Sometimes,1871.66
normal,female,omnivore,more frequently,natural gas,private,electric,sometimes,742.96,rarely,238.0,medium,6,2.7,3,3.6,Sometimes,4347.88
overweight,male,omnivore,more frequently,wood,public,electric,sometimes,786.23,frequently,2280.0,large,5,5.7,1,6.0,Sometimes,4087.89
underweight,female,omnivore,twice a day,electricity,private,diesel,never,401.73,very frequently,1334.0,small,9,7.2,7,6.8,Sometimes,6794.81
overweight,female,omnivore,less frequently,wood,private,diesel,never,529.56,rarely,2179.0,medium,2,5.4,1,1.3,Yes,3794.81
overweight,female,omnivore,less frequently,coal,public,petrol,never,415.21,rarely,2047.0,medium,3,6.9,1,4.3,Sometimes,3407.57
obese,male,pescatarian,less frequently,coal,private,petrol,never,325.32,rarely,406.0,medium,3,4.3,1,9.8,Yes,4667.72
overweight,female,omnivore,twice a day,natural gas,public,petrol,often,154.12,very frequently,429.0,small,3,1.3,0,10.3,Sometimes,4739.11
underweight,female,omnivore,daily,coal,private,petrol,sometimes,419.25,frequently,2266.0,small,6,9.8,4,4.6,Yes,5829.11
normal,male,omnivore,daily,natural gas,private,petrol,sometimes,672.87,very frequently,2164.0,medium,8,8.4,3,5.9,Sometimes,7195.24
obese,female,pescatarian,less frequently,natural gas,private,electric,often,111.92,never,1134.0,small,5,1.7,1,10.1,Sometimes,3614.15
normal,female,omnivore,less frequently,electricity,private,hybrid,never,507.48,frequently,232.0,medium,6,5.0,0,3.2,No,4515.11
overweight,male,pescatarian,daily,natural gas,private,diesel,never,716.54,never,36.0,medium,1,6.7,0,9.0,Sometimes,3729.35
underweight,female,omnivore,twice a day,electricity,private,electric,sometimes,252.28,never,864.0,extra large,3,2.7,1,5.5,Yes,3296.92
normal,male,vegetarian,daily,wood,private,none,often,228.28,very frequently,28.0,small,4,6.2,0,11.9,No,5323.73
underweight,female,vegetarian,more frequently,coal,public,none,never,640.59,never,690.0,extra large,7,5.8,8,7.6,Sometimes,3102.59
overweight,male,omnivore,more frequently,coal,private,none,sometimes,278.56,very frequently,1259.0,extra large,5,2.9,1,2.6,Sometimes,6976.67
overweight,male,omnivore,twice a day,coal,public,diesel,sometimes,234.39,never,364.0,large,1,2.3,2,2.9,No,3275.52
normal,male,omnivore,less frequently,natural gas,private,petrol,sometimes,364.59,frequently,313.0,medium,3,7.8,8,1.3,Yes,5621.13
obese,male,omnivore,more frequently,electricity,public,none,often,374.75,never,2689.0,medium,2,3.9,4,8.9,No,2608.87
underweight,female,pescatarian,daily,electricity,private,none,often,711.87,rarely,1756.0,medium,6,3.2,7,5.9,No,3821.96
underweight,male,vegetarian,more frequently,electricity,private,hybrid,often,532.91,never,2803.0,medium,5,7.6,6,1.1,Sometimes,4038.92
underweight,male,pescatarian,daily,natural gas,private,electric,often,384.17,rarely,1037.0,extra large,3,7.6,5,2.1,Yes,4304.8
overweight,female,vegetarian,daily,coal,private,diesel,often,474.07,rarely,2031.0,extra large,2,3.5,1,4.2,Yes,4349.88
overweight,female,omnivore,daily,coal,public,diesel,often,767.78,rarely,614.0,extra large,1,8.9,3,5.7,No,3685.68
normal,female,omnivore,more frequently,electricity,private,hybrid,sometimes,179.25,never,1855.0,extra large,2,7.2,8,11.3,No,4335.59
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,none,sometimes,245.4,never,389.0,medium,5,4.1,6,7.0,Sometimes,1612.88
overweight,female,omnivore,daily,coal,private,hybrid,never,773.77,never,6.0,small,5,4.8,2,10.8,Sometimes,4160.99
obese,male,pescatarian,more frequently,natural gas,private,petrol,never,770.13,rarely,2795.0,small,9,7.5,5,3.8,No,4297.38
underweight,female,omnivore,less frequently,wood,public,none,never,224.02,frequently,1665.0,medium,6,2.9,7,4.7,No,3857.59
underweight,female,omnivore,twice a day,wood,private,diesel,often,201.58,frequently,2781.0,small,3,5.2,7,10.7,Yes,5148.93
overweight,female,vegan,more frequently,natural gas,public,electric,often,394.76,never,1001.0,large,3,6.9,7,6.4,No,2497.23
obese,male,omnivore,twice a day,wood,private,hybrid,never,134.8,rarely,983.0,large,3,5.9,7,7.5,Sometimes,4208.68
obese,male,vegan,more frequently,coal,public,hybrid,never,558.43,frequently,1202.0,small,8,6.5,9,7.3,No,4368.59
obese,male,vegan,daily,electricity,private,diesel,often,154.25,never,2118.0,small,9,5.9,5,8.1,Yes,3585.68
obese,male,vegetarian,less frequently,natural gas,public,none,often,140.62,rarely,1697.0,extra large,3,2.8,9,7.5,Yes,2640.7
obese,male,pescatarian,more frequently,wood,public,none,sometimes,439.63,rarely,2776.0,medium,1,4.7,2,8.6,Yes,2281.71
normal,male,omnivore,twice a day,electricity,private,none,never,770.45,never,76.0,medium,8,5.8,8,2.6,Yes,4300.87
overweight,male,vegetarian,less frequently,coal,private,electric,often,398.76,never,2125.0,large,2,8.0,2,8.8,Yes,3723.93
overweight,male,omnivore,less frequently,coal,private,electric,sometimes,349.54,never,991.0,small,7,6.9,3,2.7,Sometimes,4187.94
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,none,sometimes,798.57,rarely,541.0,small,7,4.8,9,4.7,Yes,2921.64
underweight,male,pescatarian,daily,electricity,private,electric,often,472.38,never,1531.0,large,9,9.8,0,10.1,Sometimes,3431.46
obese,male,omnivore,daily,coal,private,hybrid,often,362.67,never,1515.0,large,8,2.0,1,7.7,Sometimes,4450.41
obese,male,omnivore,more frequently,natural gas,private,none,sometimes,370.1,rarely,411.0,extra large,9,2.9,5,11.6,Yes,4415.23
underweight,female,omnivore,daily,wood,private,electric,sometimes,236.47,never,606.0,extra large,1,4.1,0,3.8,Yes,3407.94
obese,female,omnivore,less frequently,electricity,public,hybrid,often,458.56,never,1224.0,small,3,3.1,8,11.1,Sometimes,2608.94
obese,female,vegetarian,twice a day,coal,walk/bicycle,hybrid,never,407.2,very frequently,1226.0,large,4,6.6,7,8.1,Sometimes,4508.87
obese,female,omnivore,less frequently,wood,private,electric,never,289.56,never,953.0,small,3,1.4,1,5.1,Yes,3807.63
obese,male,vegan,less frequently,electricity,public,none,never,212.38,rarely,446.0,large,8,2.6,1,9.7,Sometimes,1227.65
obese,female,pescatarian,daily,electricity,private,none,never,317.87,rarely,13.0,large,7,3.6,7,11.5,No,3654.36
normal,female,vegetarian,twice a day,electricity,private,electric,never,456.08,rarely,2911.0,large,5,7.2,7,9.6,No,3780.61
overweight,male,omnivore,less frequently,coal,private,electric,never,140.83,rarely,2830.0,medium,5,8.9,0,1.1,Sometimes,4817.49
normal,male,vegetarian,twice a day,electricity,public,petrol,never,207.62,never,1451.0,medium,4,8.2,4,1.1,Sometimes,1770.4
obese,female,omnivore,twice a day,wood,walk/bicycle,hybrid,often,763.36,frequently,2985.0,medium,5,2.6,1,2.4,Sometimes,3320.47
overweight,female,vegetarian,less frequently,coal,public,none,sometimes,480.0,rarely,2021.0,extra large,5,6.1,0,10.4,No,2912.98
overweight,male,omnivore,daily,electricity,private,diesel,sometimes,144.41,frequently,207.0,extra large,4,1.3,2,9.3,Sometimes,4710.67
overweight,female,vegetarian,daily,wood,private,hybrid,sometimes,585.16,rarely,353.0,large,5,3.8,2,8.0,Yes,3322.2
overweight,male,vegan,more frequently,coal,private,none,sometimes,143.26,very frequently,2748.0,medium,7,8.3,9,8.6,No,6668.73
underweight,female,omnivore,less frequently,electricity,walk/bicycle,petrol,never,617.21,frequently,1890.0,large,9,5.1,8,7.8,Sometimes,4194.0
overweight,male,omnivore,less frequently,natural gas,public,hybrid,often,624.97,very frequently,2530.0,medium,7,2.3,9,4.8,No,5604.55
underweight,male,vegetarian,twice a day,natural gas,public,hybrid,sometimes,555.76,rarely,2695.0,extra large,1,4.9,0,8.9,No,2289.18
underweight,female,omnivore,twice a day,electricity,private,none,never,612.54,rarely,1344.0,extra large,9,2.8,1,11.3,No,4100.16
overweight,female,vegetarian,more frequently,natural gas,private,diesel,never,161.58,frequently,146.0,small,3,4.5,8,9.2,Yes,4310.68
obese,female,omnivore,more frequently,coal,private,electric,never,608.75,frequently,565.0,large,2,5.4,4,10.5,Yes,5563.98
obese,male,omnivore,twice a day,electricity,private,diesel,often,195.68,very frequently,200.0,extra large,9,4.1,8,3.6,Yes,6194.47
overweight,female,vegan,twice a day,wood,private,petrol,often,337.65,rarely,566.0,medium,2,9.4,5,4.8,No,3687.17
overweight,male,pescatarian,more frequently,natural gas,private,hybrid,often,759.92,frequently,1232.0,extra large,9,6.1,9,6.6,Sometimes,4895.3
underweight,male,vegetarian,daily,electricity,private,none,sometimes,452.01,never,355.0,medium,5,8.6,9,6.2,No,3148.47
normal,female,omnivore,more frequently,coal,public,hybrid,sometimes,777.2,rarely,500.0,large,6,7.8,2,6.1,Sometimes,3570.99
underweight,female,pescatarian,twice a day,electricity,public,electric,often,162.25,never,1337.0,large,7,7.0,7,8.0,Sometimes,2369.49
obese,male,omnivore,less frequently,wood,private,diesel,often,434.29,rarely,1021.0,large,7,5.5,8,10.4,Yes,3861.86
normal,female,pescatarian,twice a day,wood,private,diesel,often,143.68,very frequently,1403.0,extra large,4,1.0,1,10.8,Sometimes,6202.73
normal,male,pescatarian,daily,electricity,private,petrol,often,541.15,never,1288.0,extra large,4,6.5,8,2.7,Sometimes,4018.66
normal,male,omnivore,twice a day,electricity,public,none,never,155.09,rarely,1933.0,large,5,4.2,3,2.0,Yes,2507.07
underweight,female,omnivore,twice a day,electricity,public,electric,sometimes,222.76,rarely,2812.0,extra large,9,2.1,7,4.4,Sometimes,2937.62
underweight,male,omnivore,more frequently,electricity,public,electric,never,281.18,never,324.0,large,1,5.0,4,9.1,Yes,1890.27
overweight,male,vegetarian,daily,coal,public,none,sometimes,624.12,rarely,298.0,large,8,7.6,5,9.7,No,3120.29
underweight,female,omnivore,more frequently,electricity,private,petrol,never,214.77,rarely,2558.0,large,8,9.7,3,5.2,Sometimes,4014.76
underweight,male,pescatarian,less frequently,coal,private,electric,never,692.64,never,1519.0,small,7,4.4,4,4.4,Yes,4206.59
normal,male,omnivore,less frequently,electricity,private,petrol,never,192.33,frequently,2299.0,medium,6,5.9,0,2.4,No,4816.31
normal,male,pescatarian,daily,coal,private,none,often,124.67,very frequently,646.0,small,3,8.7,2,3.6,No,6732.25
underweight,female,pescatarian,less frequently,wood,public,none,never,376.53,never,2487.0,large,8,4.0,3,2.1,Yes,2453.88
obese,female,omnivore,less frequently,natural gas,private,none,never,785.61,never,2772.0,extra large,7,2.3,0,4.3,Sometimes,4225.68
normal,male,omnivore,twice a day,electricity,private,electric,often,177.24,rarely,1906.0,extra large,8,3.5,2,8.4,Sometimes,3832.69
overweight,female,omnivore,more frequently,electricity,private,none,often,171.2,frequently,318.0,small,2,9.1,3,2.4,Sometimes,4875.57
obese,female,pescatarian,more frequently,wood,walk/bicycle,electric,sometimes,625.82,never,2686.0,large,8,2.4,8,4.5,Sometimes,2238.81
normal,female,vegetarian,more frequently,natural gas,private,petrol,never,318.51,never,2377.0,medium,7,4.0,2,6.8,Yes,3545.8
overweight,female,omnivore,daily,wood,public,hybrid,sometimes,602.1,rarely,2253.0,medium,6,5.2,2,4.6,No,3011.45
normal,male,pescatarian,twice a day,wood,private,petrol,sometimes,240.01,very frequently,110.0,extra large,9,8.6,3,5.8,Sometimes,5905.89
overweight,female,omnivore,twice a day,electricity,private,electric,never,422.05,rarely,2397.0,medium,8,9.4,8,6.5,Yes,4118.18
normal,female,omnivore,daily,electricity,private,diesel,sometimes,285.7,rarely,414.0,small,5,4.8,8,9.5,Yes,4136.5
normal,male,vegan,more frequently,wood,public,diesel,often,416.07,very frequently,667.0,extra large,5,9.4,0,10.3,Sometimes,4257.06
underweight,male,omnivore,twice a day,electricity,private,hybrid,often,638.37,rarely,1731.0,medium,9,2.5,7,3.1,Sometimes,4404.66
obese,female,omnivore,twice a day,electricity,public,none,never,633.41,frequently,795.0,large,8,2.4,9,5.1,No,3603.59
obese,male,omnivore,more frequently,electricity,private,petrol,sometimes,461.04,rarely,1984.0,medium,4,9.5,0,7.3,Yes,3969.81
underweight,female,omnivore,less frequently,natural gas,private,petrol,never,749.86,very frequently,1824.0,small,9,5.6,1,6.5,Yes,7218.9
normal,male,omnivore,daily,natural gas,walk/bicycle,electric,often,284.65,rarely,324.0,medium,6,2.7,9,1.9,No,2513.08
obese,male,omnivore,twice a day,electricity,private,hybrid,never,268.22,frequently,1968.0,medium,5,5.4,4,4.8,Sometimes,5126.06
overweight,female,pescatarian,more frequently,wood,public,none,often,529.66,rarely,2772.0,small,7,8.0,5,3.5,Sometimes,2653.78
overweight,female,omnivore,less frequently,natural gas,public,hybrid,often,534.91,frequently,483.0,small,9,8.4,1,5.6,Sometimes,3401.86
normal,female,omnivore,more frequently,wood,private,diesel,often,132.58,never,1791.0,small,1,8.8,9,4.7,Sometimes,4154.95
normal,male,omnivore,more frequently,coal,public,hybrid,sometimes,525.44,rarely,1026.0,large,9,6.1,4,8.6,No,3601.0
overweight,female,omnivore,less frequently,coal,private,none,sometimes,362.11,frequently,1379.0,medium,5,8.8,2,5.4,Yes,5491.55
normal,male,pescatarian,daily,electricity,private,none,sometimes,623.21,never,861.0,large,9,5.6,6,3.7,Sometimes,3200.46
