Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
GM,Model_6496,MINIVAN,1.8,6,M,Z,6.1,4.8,5.5,43.0,123
Toyota,Model_6497,PICKUP TRUCK,2.6,6,AV,E,10.4,8.1,9.4,25.0,220
Toyota,Model_6498,TWO-SEATER,6.4,4,A,X,16.1,12.6,14.5,16.0,339
Ford,Model_6499,MID-SIZE,5.3,4,M,X,15.3,11.9,13.8,17.0,324
VW,Model_6500,COMPACT,2.3,4,AM,Z,7.4,5.8,6.6,36.0,154
VW,Model_6501,MID-SIZE,1.3,6,AM,X,5.0,3.9,4.5,52.0,99
Toyota,Model_6502,SUV - SMALL,5.4,6,AM,Z,13.4,10.5,12.1,19.0,278
Mercedes,Model_6503,MID-SIZE,3.4,4,AV,E,10.5,8.2,9.5,25.0,220
Mercedes,Model_6504,COMPACT,1.2,6,AS,E,7.1,5.5,6.4,37.0,143
Hyundai,Model_6505,MINIVAN,6.4,8,AM,D,15.9,12.4,14.4,16.0,386
VW,Model_6506,FULL-SIZE,2.9,4,AS,D,7.8,6.1,7.1,33.0,201
BMW,Model_6507,FULL-SIZE,4.3,4,AS,N,10.1,7.9,9.1,26.0,203
VW,Model_6508,PICKUP TRUCK,6.2,3,AV,X,16.6,13.0,15.0,16.0,351
Honda,Model_6509,MID-SIZE,3.8,4,A,Z,10.3,8.0,9.3,25.0,217
Toyota,Model_6510,MINIVAN,5.4,8,AM,Z,16.1,12.5,14.5,16.0,329
BMW,Model_6511,MINIVAN,1.9,4,AV,D,5.7,4.4,5.1,46.0,138
Ford,Model_6512,COMPACT,3.8,8,AM,E,17.6,13.7,15.9,15.0,366
Toyota,Model_6513,PICKUP TRUCK,2.4,8,AV,Z,8.3,6.5,7.5,31.0,163
Ford,Model_6514,PICKUP TRUCK,4.2,6,M,X,12.0,9.3,10.8,22.0,255
BMW,Model_6515,COMPACT,2.4,4,AV,X,7.6,5.9,6.9,34.0,157
Mercedes,Model_6516,PICKUP TRUCK,6.0,8,AM,E,23.0,17.9,20.7,11.0,470
GM,Model_6517,MID-SIZE,4.7,6,AV,Z,12.6,9.8,11.3,21.0,265
Ford,Model_6518,MINIVAN,1.4,4,AM,D,4.0,3.1,3.6,65.0,103
GM,Model_6519,MINIVAN,4.6,4,AS,X,12.7,9.9,11.4,21.0,263
Honda,Model_6520,TWO-SEATER,2.8,4,M,Z,8.9,6.9,8.0,29.0,189
Mercedes,Model_6521,PICKUP TRUCK,5.5,6,M,E,19.7,15.3,17.7,13.0,409
VW,Model_6522,STATION WAGON,6.4,4,AM,E,23.9,18.7,21.6,11.0,499
BMW,Model_6523,MINIVAN,2.8,4,AS,Z,6.9,5.4,6.2,38.0,147
BMW,Model_6524,SUV - SMALL,5.8,6,AS,D,14.1,11.0,12.7,19.0,337
VW,Model_6525,SUV - STANDARD,2.8,6,AM,X,7.9,6.2,7.1,33.0,158
Hyundai,Model_6526,PICKUP TRUCK,5.4,6,AV,N,13.1,10.2,11.8,20.0,278
Honda,Model_6527,SUV - SMALL,4.0,3,A,E,14.7,11.4,13.2,18.0,298
Mercedes,Model_6528,MID-SIZE,6.5,8,A,D,14.1,11.0,12.7,19.0,346
Ford,Model_6529,SUV - SMALL,6.4,12,M,D,17.1,13.4,15.4,15.0,414
VW,Model_6530,SUV - STANDARD,6.2,4,A,X,15.8,12.3,14.2,17.0,333
VW,Model_6531,STATION WAGON,6.2,4,AV,D,13.8,10.8,12.4,19.0,332
Honda,Model_6532,MID-SIZE,6.4,8,M,Z,17.5,13.6,15.8,15.0,360
Honda,Model_6533,MINIVAN,1.2,6,M,X,5.6,4.4,5.1,46.0,113
Mercedes,Model_6534,SUV - SMALL,1.9,4,AV,X,5.6,4.3,5.0,47.0,115
Hyundai,Model_6535,SUV - STANDARD,3.4,4,AM,E,13.6,10.6,12.2,19.0,281
Toyota,Model_6536,MINIVAN,6.2,8,A,Z,18.1,14.1,16.3,14.0,378
Hyundai,Model_6537,TWO-SEATER,2.3,6,AS,D,6.4,5.0,5.8,41.0,156
GM,Model_6538,MINIVAN,1.9,4,AM,D,5.4,4.2,4.9,48.0,135
VW,Model_6539,PICKUP TRUCK,1.4,4,A,E,5.7,4.5,5.2,45.0,121
Ford,Model_6540,PICKUP TRUCK,3.3,3,AM,Z,8.8,6.9,7.9,30.0,192
Hyundai,Model_6541,TWO-SEATER,4.4,4,A,X,12.1,9.4,10.9,22.0,246
Mercedes,Model_6542,SUV - STANDARD,2.7,6,AS,X,8.8,6.9,7.9,30.0,182
Mercedes,Model_6543,PICKUP TRUCK,5.8,6,AS,X,17.0,13.3,15.3,15.0,356
Toyota,Model_6544,SUV - STANDARD,2.0,6,M,Z,6.7,5.2,6.0,39.0,139
Mercedes,Model_6545,FULL-SIZE,4.2,8,AM,Z,13.1,10.2,11.8,20.0,270
Honda,Model_6546,FULL-SIZE,1.3,4,M,X,4.9,3.8,4.4,53.0,99
Mercedes,Model_6547,PICKUP TRUCK,3.8,4,AS,Z,11.2,8.7,10.1,23.0,237
VW,Model_6548,SUV - SMALL,3.3,4,AM,X,10.3,8.0,9.2,26.0,209
Hyundai,Model_6549,TWO-SEATER,2.9,4,M,Z,8.0,6.2,7.2,33.0,167
Mercedes,Model_6550,FULL-SIZE,3.8,4,AV,Z,9.8,7.7,8.9,26.0,216
Mercedes,Model_6551,FULL-SIZE,6.0,8,AM,Z,16.1,12.6,14.5,16.0,336
GM,Model_6552,SUV - SMALL,5.3,4,A,E,19.8,15.4,17.8,13.0,407
VW,Model_6553,MINIVAN,5.5,4,AM,D,13.5,10.5,12.2,19.0,333
Toyota,Model_6554,MINIVAN,3.0,4,AV,X,9.5,7.4,8.6,27.0,200
Honda,Model_6555,SUV - SMALL,5.7,4,M,X,14.5,11.3,13.1,18.0,314
Toyota,Model_6556,SUV - SMALL,4.8,6,M,E,18.8,14.7,16.9,14.0,389
Mercedes,Model_6557,SUV - STANDARD,2.1,6,AM,X,7.8,6.1,7.0,34.0,160
Mercedes,Model_6558,COMPACT,1.1,4,AM,D,4.0,3.1,3.5,67.0,93
Honda,Model_6559,SUV - STANDARD,4.8,4,A,Z,13.3,10.3,11.9,20.0,277
BMW,Model_6560,MID-SIZE,1.6,4,M,D,4.6,3.6,4.2,56.0,109
BMW,Model_6561,MID-SIZE,2.9,4,A,X,7.7,6.0,7.0,34.0,156
Mercedes,Model_6562,SUV - SMALL,1.5,4,A,X,4.7,3.7,4.3,55.0,99
Honda,Model_6563,FULL-SIZE,5.3,8,AS,X,15.1,11.7,13.6,17.0,315
GM,Model_6564,MID-SIZE,5.0,4,AV,D,11.9,9.2,10.7,22.0,284
GM,Model_6565,COMPACT,2.8,4,AV,E,11.5,9.0,10.4,23.0,243
BMW,Model_6566,SUV - SMALL,4.5,8,AS,X,14.3,11.2,12.9,18.0,301
GM,Model_6567,MINIVAN,1.1,4,AS,E,4.6,3.6,4.1,57.0,100
BMW,Model_6568,MINIVAN,4.7,4,AS,E,18.3,14.3,16.5,14.0,389
Mercedes,Model_6569,MID-SIZE,6.4,8,AS,X,19.2,15.0,17.3,14.0,400
Honda,Model_6570,STATION WAGON,1.3,4,A,E,6.1,4.8,5.5,43.0,130
Mercedes,Model_6571,STATION WAGON,3.1,4,AV,Z,9.6,7.5,8.6,27.0,213
BMW,Model_6572,SUV - STANDARD,2.5,8,A,X,9.2,7.2,8.3,28.0,199
Hyundai,Model_6573,MINIVAN,2.6,4,AV,Z,7.5,5.9,6.8,35.0,163
GM,Model_6574,TWO-SEATER,3.3,4,M,X,10.2,7.9,9.2,26.0,213
Ford,Model_6575,SUV - SMALL,4.0,8,AM,X,14.0,10.9,12.6,19.0,295
Toyota,Model_6576,STATION WAGON,6.3,8,AS,X,18.4,14.3,16.6,14.0,381
BMW,Model_6577,SUV - STANDARD,4.8,4,AS,Z,13.3,10.4,12.0,20.0,275
VW,Model_6578,SUV - SMALL,6.0,4,AV,X,15.7,12.2,14.1,17.0,322
GM,Model_6579,PICKUP TRUCK,2.3,6,AM,D,4.9,3.9,4.5,52.0,122
GM,Model_6580,MINIVAN,4.0,6,AV,Z,12.7,9.9,11.4,21.0,262
Ford,Model_6581,STATION WAGON,4.2,4,M,N,10.1,7.9,9.1,26.0,216
Hyundai,Model_6582,MID-SIZE,3.2,6,M,X,9.6,7.5,8.7,27.0,201
Toyota,Model_6583,COMPACT,2.1,4,AV,Z,6.0,4.7,5.4,44.0,117
VW,Model_6584,COMPACT,5.3,4,A,Z,14.4,11.2,12.9,18.0,293
Mercedes,Model_6585,MID-SIZE,4.4,3,AM,X,12.5,9.7,11.2,21.0,254
Hyundai,Model_6586,SUV - STANDARD,2.5,6,AS,D,6.9,5.4,6.2,38.0,164
Honda,Model_6587,MINIVAN,4.3,4,AS,Z,10.8,8.4,9.7,24.0,229
BMW,Model_6588,PICKUP TRUCK,1.1,8,AM,D,4.7,3.7,4.2,56.0,111
BMW,Model_6589,STATION WAGON,5.4,3,AS,Z,14.4,11.2,13.0,18.0,298
Hyundai,Model_6590,FULL-SIZE,6.4,8,AV,Z,16.8,13.1,15.2,15.0,350
GM,Model_6591,MID-SIZE,4.9,4,AM,X,12.6,9.8,11.4,21.0,260
Honda,Model_6592,MINIVAN,1.9,4,A,D,5.1,4.0,4.6,51.0,125
Honda,Model_6593,SUV - STANDARD,5.2,12,AS,Z,14.9,11.6,13.5,17.0,318
Honda,Model_6594,COMPACT,6.1,4,AS,Z,15.9,12.4,14.3,16.0,326
Toyota,Model_6595,MINIVAN,2.4,4,A,Z,7.4,5.8,6.6,36.0,152
Ford,Model_6596,MID-SIZE,5.6,6,AM,D,12.3,9.6,11.1,21.0,299
BMW,Model_6597,SUV - SMALL,4.8,4,M,Z,12.6,9.8,11.3,21.0,267
Honda,Model_6598,COMPACT,2.8,3,AM,E,10.6,8.2,9.5,25.0,223
Ford,Model_6599,STATION WAGON,2.3,6,A,Z,6.1,4.8,5.5,43.0,131
Mercedes,Model_6600,FULL-SIZE,2.8,6,M,D,6.9,5.4,6.2,38.0,164
Hyundai,Model_6601,COMPACT,1.2,4,M,X,4.1,3.2,3.7,64.0,92
Toyota,Model_6602,COMPACT,1.5,8,M,Z,6.6,5.1,5.9,40.0,136
BMW,Model_6603,MID-SIZE,4.8,4,AS,Z,12.1,9.5,10.9,22.0,257
VW,Model_6604,COMPACT,4.6,4,AS,E,16.5,12.9,14.9,16.0,336
Hyundai,Model_6605,MINIVAN,4.5,4,AM,X,13.3,10.3,11.9,20.0,274
Ford,Model_6606,COMPACT,1.8,3,AV,Z,5.2,4.1,4.7,50.0,107
BMW,Model_6607,PICKUP TRUCK,4.4,4,A,Z,10.1,7.9,9.1,26.0,213
Mercedes,Model_6608,SUV - SMALL,6.4,4,A,Z,15.5,12.1,14.0,17.0,319
Toyota,Model_6609,MINIVAN,2.9,4,M,N,6.8,5.3,6.2,38.0,152
Honda,Model_6610,TWO-SEATER,5.6,4,A,Z,14.0,10.9,12.6,19.0,289
Toyota,Model_6611,STATION WAGON,1.6,4,AM,Z,4.1,3.2,3.7,64.0,85
Ford,Model_6612,TWO-SEATER,3.9,6,A,Z,11.7,9.1,10.5,22.0,247
Honda,Model_6613,COMPACT,5.3,8,M,X,15.3,12.0,13.8,17.0,323
Hyundai,Model_6614,MINIVAN,2.7,4,AM,X,9.2,7.2,8.3,28.0,190
Honda,Model_6615,PICKUP TRUCK,2.6,4,M,E,8.5,6.6,7.7,31.0,181
BMW,Model_6616,TWO-SEATER,4.9,8,M,Z,12.5,9.8,11.3,21.0,263
Toyota,Model_6617,PICKUP TRUCK,4.4,4,M,D,10.9,8.5,9.8,24.0,262
VW,Model_6618,COMPACT,2.1,4,AM,Z,6.1,4.8,5.5,43.0,126
Hyundai,Model_6619,PICKUP TRUCK,4.0,4,AS,Z,11.1,8.7,10.0,24.0,231
GM,Model_6620,FULL-SIZE,1.7,8,M,X,6.5,5.1,5.8,41.0,130
Mercedes,Model_6621,TWO-SEATER,5.8,4,A,N,12.9,10.0,11.6,20.0,263
Ford,Model_6622,MID-SIZE,3.3,6,AS,Z,9.2,7.2,8.3,28.0,191
VW,Model_6623,TWO-SEATER,6.0,4,A,E,22.7,17.7,20.5,11.0,469
Mercedes,Model_6624,TWO-SEATER,1.7,8,AM,Z,5.1,4.0,4.6,51.0,105
VW,Model_6625,MINIVAN,2.3,6,M,D,5.9,4.6,5.3,44.0,140
VW,Model_6626,FULL-SIZE,1.0,6,AS,X,4.0,3.0,3.5,67.0,82
Ford,Model_6627,MINIVAN,4.1,6,AS,X,12.8,10.0,11.5,20.0,271
GM,Model_6628,STATION WAGON,3.9,6,M,E,13.6,10.6,12.3,19.0,280
Toyota,Model_6629,STATION WAGON,1.1,3,M,X,5.8,4.5,5.2,45.0,126
BMW,Model_6630,COMPACT,2.4,4,AS,Z,7.8,6.1,7.0,34.0,171
GM,Model_6631,FULL-SIZE,2.5,4,A,X,7.6,5.9,6.9,34.0,161
Honda,Model_6632,COMPACT,5.6,3,AV,Z,14.9,11.6,13.4,18.0,315
VW,Model_6633,SUV - STANDARD,2.1,4,A,X,7.0,5.5,6.3,37.0,148
Hyundai,Model_6634,PICKUP TRUCK,4.6,6,A,X,13.6,10.6,12.3,19.0,282
Honda,Model_6635,PICKUP TRUCK,6.1,4,M,Z,15.6,12.2,14.0,17.0,321
Mercedes,Model_6636,MID-SIZE,4.6,4,A,Z,12.0,9.4,10.8,22.0,265
VW,Model_6637,SUV - SMALL,3.7,4,AV,X,10.9,8.5,9.8,24.0,230
Hyundai,Model_6638,TWO-SEATER,5.0,8,M,E,19.6,15.3,17.6,13.0,401
Mercedes,Model_6639,STATION WAGON,3.9,6,A,Z,10.9,8.5,9.8,24.0,224
Ford,Model_6640,TWO-SEATER,5.4,8,AS,Z,14.9,11.6,13.4,18.0,304
VW,Model_6641,SUV - SMALL,5.5,4,AV,X,15.4,12.0,13.9,17.0,318
BMW,Model_6642,COMPACT,5.9,4,AV,D,13.2,10.3,11.9,20.0,315
Honda,Model_6643,STATION WAGON,2.4,4,AS,X,6.8,5.3,6.2,38.0,152
BMW,Model_6644,TWO-SEATER,1.6,6,AM,Z,5.0,3.9,4.5,52.0,103
Mercedes,Model_6645,SUV - STANDARD,2.9,6,A,E,11.1,8.6,10.0,24.0,228
Ford,Model_6646,MINIVAN,6.0,6,A,Z,15.8,12.3,14.2,17.0,329
Toyota,Model_6647,PICKUP TRUCK,3.8,4,AV,Z,10.3,8.0,9.2,26.0,212
Toyota,Model_6648,TWO-SEATER,5.4,6,AS,Z,15.8,12.3,14.2,17.0,321
VW,Model_6649,SUV - STANDARD,3.1,4,AV,X,8.9,7.0,8.0,29.0,184
GM,Model_6650,PICKUP TRUCK,2.5,4,AS,X,6.7,5.2,6.0,39.0,136
Hyundai,Model_6651,SUV - SMALL,4.2,8,AS,X,13.0,10.1,11.7,20.0,264
Toyota,Model_6652,MID-SIZE,2.7,8,M,X,9.2,7.2,8.3,28.0,189
Mercedes,Model_6653,MINIVAN,4.4,12,A,Z,15.5,12.1,14.0,17.0,316
GM,Model_6654,SUV - STANDARD,4.3,6,A,D,10.8,8.4,9.7,24.0,263
Hyundai,Model_6655,STATION WAGON,1.8,3,M,X,5.3,4.2,4.8,49.0,112
BMW,Model_6656,PICKUP TRUCK,1.7,4,AS,Z,5.0,3.9,4.5,52.0,108
Honda,Model_6657,TWO-SEATER,3.5,6,M,D,9.0,7.0,8.1,29.0,227
Honda,Model_6658,FULL-SIZE,1.9,3,A,X,5.4,4.2,4.8,49.0,115
BMW,Model_6659,TWO-SEATER,5.1,6,AS,X,13.2,10.3,11.9,20.0,282
GM,Model_6660,SUV - STANDARD,5.3,6,AS,X,16.2,12.6,14.6,16.0,335
BMW,Model_6661,STATION WAGON,1.8,4,AM,Z,6.7,5.3,6.1,39.0,152
Mercedes,Model_6662,MID-SIZE,5.8,4,M,Z,14.4,11.2,13.0,18.0,304
GM,Model_6663,MINIVAN,4.0,6,AM,D,10.2,7.9,9.2,26.0,251
GM,Model_6664,SUV - SMALL,3.8,8,AM,Z,10.5,8.2,9.5,25.0,224
GM,Model_6665,STATION WAGON,4.3,8,AS,X,12.8,10.0,11.5,20.0,266
BMW,Model_6666,SUV - STANDARD,1.2,6,AS,D,4.0,3.1,3.5,67.0,88
Honda,Model_6667,TWO-SEATER,1.3,8,M,X,6.0,4.6,5.4,44.0,128
BMW,Model_6668,TWO-SEATER,3.2,4,M,X,8.6,6.7,7.8,30.0,181
Hyundai,Model_6669,COMPACT,5.1,6,A,X,15.1,11.8,13.6,17.0,315
Honda,Model_6670,COMPACT,1.6,8,AS,D,5.9,4.6,5.3,44.0,148
GM,Model_6671,MINIVAN,5.3,4,AV,Z,14.2,11.0,12.8,18.0,300
Toyota,Model_6672,PICKUP TRUCK,3.0,4,A,X,8.5,6.6,7.6,31.0,176
Ford,Model_6673,FULL-SIZE,3.9,6,A,X,10.9,8.5,9.8,24.0,228
Honda,Model_6674,TWO-SEATER,5.9,6,AV,Z,15.8,12.3,14.2,17.0,327
Honda,Model_6675,TWO-SEATER,2.8,6,A,X,9.0,7.0,8.1,29.0,190
Honda,Model_6676,MINIVAN,6.5,4,M,E,23.0,17.9,20.7,11.0,476
BMW,Model_6677,PICKUP TRUCK,4.4,4,M,Z,11.4,8.9,10.3,23.0,242
VW,Model_6678,SUV - SMALL,2.1,6,AS,D,6.0,4.7,5.4,44.0,151
GM,Model_6679,MINIVAN,5.5,6,A,X,17.1,13.3,15.4,15.0,345
Ford,Model_6680,COMPACT,3.8,8,AM,N,11.0,8.6,9.9,24.0,232
VW,Model_6681,PICKUP TRUCK,2.4,8,M,Z,8.4,6.5,7.6,31.0,170
Honda,Model_6682,COMPACT,2.2,4,AV,Z,6.7,5.2,6.0,39.0,144
VW,Model_6683,COMPACT,6.3,3,AS,D,14.0,11.0,12.7,19.0,343
Hyundai,Model_6684,SUV - SMALL,2.2,4,AV,X,6.4,5.0,5.8,41.0,128
Mercedes,Model_6685,COMPACT,4.4,4,AS,E,14.5,11.3,13.1,18.0,296
Hyundai,Model_6686,TWO-SEATER,4.0,4,AS,X,11.5,9.0,10.4,23.0,241
Mercedes,Model_6687,PICKUP TRUCK,4.6,4,AM,X,12.0,9.4,10.8,22.0,256
VW,Model_6688,STATION WAGON,5.9,4,AV,D,13.4,10.4,12.1,19.0,322
Honda,Model_6689,FULL-SIZE,1.8,4,A,X,4.9,3.8,4.4,53.0,97
VW,Model_6690,MID-SIZE,4.9,4,AM,D,10.7,8.3,9.6,25.0,252
Honda,Model_6691,FULL-SIZE,2.3,4,M,N,5.5,4.3,5.0,47.0,109
GM,Model_6692,SUV - STANDARD,6.2,4,AV,Z,16.1,12.6,14.5,16.0,331
Hyundai,Model_6693,MID-SIZE,3.3,6,M,X,11.0,8.5,9.9,24.0,233
Mercedes,Model_6694,PICKUP TRUCK,4.3,12,A,D,11.2,8.7,10.1,23.0,276
BMW,Model_6695,SUV - STANDARD,5.2,8,A,Z,14.1,11.0,12.7,19.0,302
Honda,Model_6696,MINIVAN,1.0,8,AV,X,4.0,3.0,3.5,67.0,81
BMW,Model_6697,STATION WAGON,3.8,6,AV,X,11.2,8.7,10.1,23.0,237
Mercedes,Model_6698,SUV - STANDARD,1.5,4,AM,X,5.9,4.6,5.4,44.0,117
VW,Model_6699,MINIVAN,1.1,4,AS,Z,4.0,3.0,3.5,67.0,78
BMW,Model_6700,STATION WAGON,4.4,4,AM,X,12.4,9.7,11.2,21.0,266
Mercedes,Model_6701,COMPACT,1.4,8,AS,X,6.1,4.8,5.5,43.0,130
Mercedes,Model_6702,STATION WAGON,3.4,4,M,D,8.6,6.7,7.7,31.0,204
Mercedes,Model_6703,STATION WAGON,5.4,6,AV,Z,13.7,10.7,12.3,19.0,285
Toyota,Model_6704,SUV - STANDARD,5.5,6,M,X,15.2,11.9,13.7,17.0,323
Ford,Model_6705,MID-SIZE,3.2,4,A,E,12.7,9.9,11.4,21.0,260
Toyota,Model_6706,SUV - SMALL,6.1,8,AS,Z,16.1,12.5,14.5,16.0,336
BMW,Model_6707,MID-SIZE,3.6,8,M,D,10.0,7.8,9.0,26.0,244
Honda,Model_6708,SUV - STANDARD,3.0,4,AS,X,7.8,6.1,7.0,34.0,170
Ford,Model_6709,PICKUP TRUCK,2.0,4,AM,D,5.3,4.2,4.8,49.0,131
Ford,Model_6710,MID-SIZE,2.2,6,AV,Z,7.8,6.0,7.0,34.0,163
VW,Model_6711,SUV - STANDARD,1.3,4,AM,N,4.3,3.4,3.9,60.0,86
Ford,Model_6712,MID-SIZE,6.3,8,A,D,14.1,11.0,12.7,19.0,337
GM,Model_6713,MID-SIZE,5.4,3,A,Z,13.6,10.6,12.2,19.0,283
Toyota,Model_6714,FULL-SIZE,3.2,6,AS,Z,9.9,7.7,8.9,26.0,211
Mercedes,Model_6715,SUV - SMALL,2.2,4,A,D,5.4,4.2,4.9,48.0,139
GM,Model_6716,PICKUP TRUCK,1.7,6,AV,X,8.4,6.5,7.5,31.0,173
VW,Model_6717,PICKUP TRUCK,3.4,8,AV,X,12.3,9.6,11.0,21.0,256
BMW,Model_6718,SUV - STANDARD,4.3,6,M,X,14.2,11.0,12.8,18.0,298
GM,Model_6719,PICKUP TRUCK,1.1,12,AS,Z,6.1,4.8,5.5,43.0,124
Hyundai,Model_6720,COMPACT,3.4,4,A,Z,9.9,7.7,8.9,26.0,201
GM,Model_6721,PICKUP TRUCK,1.5,4,AM,X,5.8,4.5,5.2,45.0,118
Toyota,Model_6722,TWO-SEATER,1.3,8,M,E,7.3,5.7,6.6,36.0,148
GM,Model_6723,STATION WAGON,2.9,6,AV,X,9.2,7.2,8.3,28.0,191
Mercedes,Model_6724,FULL-SIZE,2.7,4,M,Z,8.0,6.2,7.2,33.0,170
Ford,Model_6725,PICKUP TRUCK,6.3,8,AS,Z,17.6,13.7,15.9,15.0,365
Mercedes,Model_6726,MID-SIZE,6.3,8,M,X,18.3,14.3,16.5,14.0,385
Mercedes,Model_6727,PICKUP TRUCK,5.8,8,AS,Z,15.7,12.2,14.1,17.0,324
Toyota,Model_6728,SUV - STANDARD,4.4,4,M,D,9.9,7.8,9.0,26.0,241
Toyota,Model_6729,FULL-SIZE,5.6,4,AM,E,17.4,13.5,15.6,15.0,368
Toyota,Model_6730,SUV - SMALL,4.6,3,A,X,13.9,10.8,12.5,19.0,290
GM,Model_6731,STATION WAGON,5.3,4,AM,E,20.2,15.8,18.2,13.0,419
Ford,Model_6732,SUV - SMALL,5.8,4,AS,Z,15.2,11.9,13.7,17.0,312
VW,Model_6733,TWO-SEATER,1.0,4,M,X,4.0,3.0,3.5,67.0,85
Mercedes,Model_6734,PICKUP TRUCK,5.6,8,A,D,15.4,12.0,13.9,17.0,365
VW,Model_6735,COMPACT,2.4,3,AS,X,8.1,6.3,7.3,32.0,169
VW,Model_6736,SUV - SMALL,2.0,12,A,Z,8.4,6.6,7.6,31.0,174
VW,Model_6737,FULL-SIZE,1.2,6,AS,X,5.2,4.1,4.7,50.0,111
BMW,Model_6738,MID-SIZE,2.4,4,AM,Z,8.5,6.7,7.7,31.0,175
Honda,Model_6739,COMPACT,4.2,4,M,X,11.2,8.8,10.1,23.0,228
BMW,Model_6740,STATION WAGON,6.4,6,AV,D,15.6,12.2,14.1,17.0,375
Toyota,Model_6741,SUV - STANDARD,4.8,8,AM,X,15.5,12.1,14.0,17.0,326
GM,Model_6742,STATION WAGON,5.0,8,A,Z,15.2,11.9,13.7,17.0,317
GM,Model_6743,FULL-SIZE,4.3,8,M,N,10.3,8.0,9.2,26.0,212
Hyundai,Model_6744,MID-SIZE,6.3,4,AM,Z,16.6,12.9,14.9,16.0,337
Ford,Model_6745,COMPACT,1.2,6,A,D,4.8,3.8,4.4,53.0,121
BMW,Model_6746,TWO-SEATER,6.0,4,M,Z,15.3,11.9,13.7,17.0,321
Toyota,Model_6747,SUV - STANDARD,6.3,4,AS,E,22.1,17.3,19.9,12.0,457
VW,Model_6748,MID-SIZE,2.9,8,A,X,9.1,7.1,8.2,29.0,190
Ford,Model_6749,SUV - STANDARD,3.0,4,AV,X,8.8,6.9,7.9,30.0,188
Hyundai,Model_6750,STATION WAGON,1.7,4,AV,E,6.7,5.2,6.1,39.0,147
Ford,Model_6751,TWO-SEATER,1.1,4,M,D,4.0,3.0,3.5,67.0,93
Hyundai,Model_6752,MID-SIZE,6.0,6,A,D,15.3,11.9,13.8,17.0,364
Honda,Model_6753,MID-SIZE,5.1,8,M,E,17.3,13.5,15.6,15.0,366
Mercedes,Model_6754,TWO-SEATER,4.9,4,AS,D,11.9,9.2,10.7,22.0,290
GM,Model_6755,SUV - SMALL,2.1,3,AM,Z,6.4,5.0,5.7,41.0,136
Ford,Model_6756,COMPACT,2.5,6,M,Z,6.9,5.4,6.2,38.0,145
BMW,Model_6757,MINIVAN,3.6,6,AS,X,11.1,8.6,10.0,24.0,246
VW,Model_6758,FULL-SIZE,5.0,6,M,X,13.2,10.3,11.9,20.0,283
Hyundai,Model_6759,PICKUP TRUCK,4.4,4,M,X,13.2,10.3,11.9,20.0,270
Mercedes,Model_6760,SUV - STANDARD,4.4,4,A,Z,11.4,8.9,10.3,23.0,229
Toyota,Model_6761,MID-SIZE,1.9,6,M,X,7.1,5.5,6.4,37.0,149
Ford,Model_6762,MINIVAN,3.1,4,AM,X,8.5,6.7,7.7,31.0,185
VW,Model_6763,MID-SIZE,4.7,6,AS,Z,13.2,10.3,11.9,20.0,268
Hyundai,Model_6764,FULL-SIZE,2.8,4,M,Z,6.6,5.2,6.0,39.0,142
Ford,Model_6765,MINIVAN,2.1,8,AS,Z,6.0,4.7,5.4,44.0,127
GM,Model_6766,SUV - STANDARD,2.9,4,AS,Z,7.6,5.9,6.8,35.0,159
Honda,Model_6767,MID-SIZE,3.7,6,A,Z,10.4,8.1,9.3,25.0,217
Honda,Model_6768,SUV - STANDARD,2.3,4,A,D,6.8,5.3,6.1,39.0,162
GM,Model_6769,PICKUP TRUCK,5.3,4,M,X,13.4,10.5,12.1,19.0,290
BMW,Model_6770,TWO-SEATER,1.4,4,AS,X,4.0,3.0,3.5,67.0,78
GM,Model_6771,MID-SIZE,5.3,3,A,X,12.6,9.9,11.4,21.0,262
Hyundai,Model_6772,PICKUP TRUCK,3.6,6,A,D,8.8,6.9,7.9,30.0,207
Mercedes,Model_6773,COMPACT,1.4,4,M,Z,4.0,3.1,3.5,67.0,94
VW,Model_6774,PICKUP TRUCK,4.7,4,A,D,10.4,8.1,9.4,25.0,257
Ford,Model_6775,MINIVAN,3.4,6,AS,X,9.0,7.0,8.1,29.0,188
VW,Model_6776,COMPACT,1.4,6,AM,X,5.9,4.6,5.3,44.0,125
Toyota,Model_6777,SUV - STANDARD,5.5,4,AS,X,15.0,11.7,13.5,17.0,308
VW,Model_6778,STATION WAGON,1.6,6,AV,Z,5.8,4.5,5.2,45.0,121
Toyota,Model_6779,TWO-SEATER,3.8,8,AM,X,12.7,9.9,11.5,20.0,255
Honda,Model_6780,TWO-SEATER,5.0,6,AS,X,12.7,9.9,11.4,21.0,262
Ford,Model_6781,TWO-SEATER,1.8,4,M,X,5.3,4.1,4.8,49.0,117
GM,Model_6782,MID-SIZE,2.4,8,AM,E,10.9,8.5,9.8,24.0,221
Mercedes,Model_6783,MID-SIZE,5.6,6,A,Z,15.1,11.8,13.6,17.0,312
GM,Model_6784,FULL-SIZE,3.6,8,AS,X,11.6,9.0,10.4,23.0,243
Ford,Model_6785,SUV - STANDARD,2.4,6,A,Z,8.1,6.3,7.3,32.0,173
